chromosome	strand	start_fw	end_fw	CGs_fw	length_fw	score_fw	start_rev	end_rev	CGs_rev	length_rev	score_rev	length_product	score_product	cov_contr	cov_tumor	meth_contr	meth_tumor	gc_fw	gc_rev	gene
chr14	+	73237715	73237739	3	24	470.68	73237844	73237863	4	19	500.81	148	971.49	16.3	19.85	0.9	24.53	0.75	0.75	PAPLN PAPLN PAPLN PAPLN PAPLN PAPLN PAPLN PAPLN
chr15	-	45378314	45378332	3	18	377.9	45378504	45378528	4	24	593.59	214	971.49	18.75	9.2	0.3	48.3	0.78	0.78	GATM GATM GATM GATM GATM GATM GATM
chr22	+	45008603	45008621	3	18	558.43	45008755	45008778	4	23	412.36	175	970.79	15.6	24.84	1.24	19.32	0.61	0.61	PHF21B PHF21B PHF21B PHF21B PHF21B PHF21B PHF21B PHF21B PHF21B
chr1	+	167630250	167630271	3	21	401.09	167630462	167630481	3	19	569.65	231	970.74	13.57	19.84	0.36	27.88	0.86	0.86	RCSD1 RCSD1 RCSD1 RCSD1 RCSD1 RCSD1 RCSD1 RCSD1 RCSD1
chr5	+	139848039	139848062	3	23	419.17	139848192	139848213	4	21	551.09	174	970.26	14.9	12.0	1.04	39.54	0.78	0.78	NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2
chr18	-	2906515	2906539	3	24	432.69	2906841	2906859	4	18	537.37	344	970.06	19.2	13.0	0.85	35.48	0.58	0.58	EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2
chr4	+	82798052	82798074	3	22	469.74	82798223	82798245	4	22	498.87	193	968.61	16.4	19.0	0.56	25.26	0.73	0.73	SCD5 SCD5 SCD5
chr5	+	55232751	55232770	3	19	798.29	55233044	55233066	3	22	169.99	315	968.28	19.46	12.64	2.13	42.81	0.58	0.58	CCNO CCNO CCNO CCNO CCNO CCNO
chr9	+	62376411	62376434	4	23	509.26	62376560	62376579	4	19	458.89	168	968.15	3.02	5.83	0.0	73.0	0.74	0.74	FAM88C FAM88C FGF7P6 FGF7P6 FGF7P6 FGF7P6 FGF7P6 LOC128966771 LOC128966771 LOC128966771
chr1	-	46533256	46533274	3	18	403.98	46533402	46533422	3	20	564.12	166	968.1	18.66	11.5	1.33	48.58	0.94	0.94	TMEM275 TMEM275 TMEM275 TMEM275 TMEM275 TMEM275 TMEM275
chr2	-	231614132	231614153	4	21	532.43	231614374	231614394	3	20	435.62	262	968.05	17.56	19.7	0.0	23.15	0.81	0.81	
chr5	+	135543822	135543842	3	20	687.05	135544036	135544054	3	18	280.98	232	968.03	17.13	12.37	1.19	45.66	0.8	0.8	
chr9	+	137222075	137222096	3	21	340.6	137222374	137222393	3	19	627.24	318	967.84	19.66	24.24	0.78	22.62	0.86	0.86	RNF208 RNF208 RNF208 RNF208 RNF208 RNF208 RNF208
chr1	-	38045947	38045969	3	22	597.31	38046084	38046104	3	20	370.15	157	967.46	14.04	8.8	0.62	61.82	0.64	0.64	POU3F1 POU3F1 POU3F1 POU3F1
chr9	+	121699256	121699279	3	23	481.94	121699415	121699437	3	22	485.12	181	967.06	17.58	17.9	0.22	27.4	0.96	0.96	DAB2IP DAB2IP DAB2IP
chrX	-	47513402	47513425	3	23	511.84	47513444	47513468	3	24	455.09	66	966.93	7.4	13.5	0.0	42.84	0.74	0.74	LOC124905183 LOC124905183 NUS1P1
chr16	+	1771320	1771338	3	18	736.7	1771433	1771452	3	19	228.78	132	965.48	18.8	19.7	1.85	26.92	0.61	0.61	NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3
chr20	-	10672781	10672805	3	24	346.93	10672912	10672934	3	22	616.27	153	963.2	18.94	27.2	0.62	18.98	0.67	0.67	JAG1 JAG1 JAG1 JAG1
chr20	-	3082755	3082773	4	18	684.99	3082829	3082850	3	21	278.07	95	963.06	18.27	24.9	1.48	17.54	0.72	0.72	AVP AVP AVP AVP
chr5	+	150624781	150624799	3	18	369.22	150624822	150624844	3	22	592.34	63	961.56	20.24	15.04	1.3	34.48	0.83	0.83	SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO SYNPO LOC124901107 LOC124901107
chrX	-	153474718	153474738	3	20	310.75	153474786	153474810	3	24	648.95	92	959.7	6.86	13.26	0.0	39.12	1.0	1.0	HAUS7 HAUS7 HAUS7 HAUS7
chrX	+	108735669	108735693	3	24	332.1	108735954	108735976	5	22	626.82	307	958.92	7.57	11.57	0.0	36.06	0.92	0.92	IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4
chrX	-	107826187	107826210	3	23	315.03	107826372	107826393	4	21	642.47	206	957.5	7.22	9.8	0.0	46.39	0.83	0.83	MID2 MID2 MID2 MID2 MID2 MID2 MID2
chr20	-	3082707	3082731	3	24	678.43	3082829	3082850	3	21	278.07	143	956.5	18.4	24.96	1.0	20.49	0.83	0.83	AVP AVP AVP AVP
chrX	+	3881724	3881747	4	23	302.43	3881980	3882004	6	24	653.35	280	955.78	11.12	18.2	0.0	17.06	0.83	0.83	FAM239A FAM239A FAM239A
chr9	+	121699110	121699132	3	22	438.81	121699315	121699339	3	24	516.42	229	955.23	17.2	17.7	1.25	27.72	0.86	0.86	DAB2IP DAB2IP DAB2IP
chr11	+	33016060	33016079	3	19	265.31	33016310	33016333	4	23	689.61	273	954.92	15.61	16.7	0.93	26.74	0.89	0.89	DEPDC7 DEPDC7
chrX	+	104075985	104076009	6	24	544.52	104076059	104076078	5	19	410.09	93	954.61	3.2	5.39	0.0	53.41	0.88	0.88	TMSB15C TMSB15C
chr22_KI270734v1_random	+	131885	131907	4	22	495.57	131974	131992	3	18	458.17	107	953.74	3.16	5.19	0.0	88.29	0.64	0.64	
chr3	+	197003195	197003213	3	18	424.89	197003493	197003513	3	20	528.7	318	953.59	17.83	22.9	0.0	23.39	0.72	0.72	MELTF MELTF MELTF MELTF MELTF MELTF MELTF MELTF MELTF MELTF-AS1 MELTF-AS1
chr19	+	40818695	40818715	3	20	562.56	40818777	40818797	3	20	390.93	102	953.49	10.14	10.9	0.36	49.35	0.7	0.7	CYP2F2P
chr2	+	64609363	64609382	4	19	639.94	64609424	64609447	3	23	312.8	84	952.74	15.08	13.6	0.79	31.42	0.79	0.79	LINC02579 LINC02579
chr10	-	119542191	119542212	3	21	779.67	119542448	119542467	3	19	172.67	276	952.34	19.04	9.5	1.78	55.36	0.71	0.71	RGS10 RGS10
chr5	-	139848040	139848063	4	23	499.54	139848109	139848129	3	20	452.61	89	952.15	13.2	9.88	0.0	45.02	0.78	0.78	NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2
chr18	-	77132171	77132195	4	24	366.89	77132473	77132496	3	23	585.2	325	952.09	17.37	8.91	0.34	61.9	0.75	0.75	MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP MBP
chr1	-	182390766	182390789	3	23	596.72	182391045	182391069	3	24	354.89	303	951.61	17.43	21.04	1.14	24.7	0.61	0.61	GLUL GLUL GLUL GLUL GLUL
chr19	-	36418677	36418696	3	19	495.17	36418842	36418861	3	19	454.29	184	949.46	16.6	18.9	0.8	27.8	0.79	0.79	
chr18	-	22171066	22171086	3	20	292.06	22171420	22171443	4	23	657.38	377	949.44	16.06	14.9	0.52	30.08	0.55	0.55	GATA6 GATA6 GATA6
chrX	-	47513402	47513425	3	23	511.84	47513455	47513478	3	23	436.95	76	948.79	7.43	13.54	0.0	42.2	0.74	0.74	LOC124905183 LOC124905183 NUS1P1
chrX	-	55488514	55488538	3	24	392.07	55488721	55488739	3	18	556.46	225	948.53	6.0	10.54	0.0	50.6	0.88	0.88	USP51 USP51 USP51 USP51 USP51 USP51 USP51 USP51 USP51 USP51 USP51 USP51 USP51
chrX	-	47513219	47513243	3	24	561.26	47513425	47513444	3	19	386.73	225	947.99	7.45	13.24	0.0	43.36	0.75	0.75	LOC124905183 LOC124905183 NUS1P1
chr17	-	42288208	42288227	3	19	545.3	42288566	42288587	3	21	402.54	379	947.84	15.34	15.8	0.52	35.09	0.68	0.68	STAT5B STAT5B STAT5B STAT5B STAT5B STAT5A STAT5A STAT5A STAT5A STAT5A STAT5A STAT5A STAT5A
chr2	+	113157466	113157489	4	23	368.99	113157565	113157587	3	22	576.99	121	945.98	15.46	19.1	0.22	25.59	0.91	0.91	
chr9	+	62376504	62376523	4	19	544.07	62376574	62376598	4	24	401.72	94	945.79	3.04	5.5	0.0	70.6	0.74	0.74	FAM88C FAM88C FAM88C FGF7P6 FGF7P6 FGF7P6 FGF7P6 FGF7P6 LOC128966771 LOC128966771 LOC128966771
chrX	-	129957160	129957181	5	21	675.72	129957393	129957415	3	22	269.65	255	945.37	8.42	12.28	0.0	32.72	0.71	0.71	
chrX	-	40175348	40175367	4	19	588.75	40175716	40175735	4	19	356.51	387	945.26	8.7	9.37	0.0	45.73	0.95	0.95	BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR
chr1	-	38045947	38045969	3	22	597.31	38046063	38046086	3	23	347.91	139	945.22	14.04	8.8	0.62	60.69	0.64	0.64	POU3F1 POU3F1 POU3F1 POU3F1
chr7	+	5420684	5420702	3	18	715.52	5420846	5420869	3	23	229.66	185	945.18	17.84	28.04	0.66	18.04	0.78	0.78	TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18
chr22_KI270734v1_random	+	131871	131895	4	24	486.39	131974	131992	3	18	458.17	121	944.56	3.09	5.16	0.0	88.08	0.71	0.71	
chrX	-	40175348	40175367	4	19	588.75	40175569	40175593	4	24	354.95	245	943.7	9.0	9.26	0.25	45.56	0.95	0.95	BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR
chrX	+	3881931	3881950	3	19	481.72	3882100	3882122	3	22	459.87	191	941.59	11.6	18.76	0.0	28.08	0.89	0.89	FAM239A FAM239A FAM239A FAM239A FAM239A
chrX	-	130110165	130110186	5	21	536.42	130110238	130110258	4	20	404.02	93	940.44	9.69	14.45	0.0	26.12	0.86	0.86	ELF4 ELF4 ELF4 ELF4
chrX	-	134173325	134173346	3	21	410.47	134173367	134173390	3	23	529.74	65	940.21	5.68	7.8	0.0	69.58	0.76	0.76	MIR106AHG MIR106AHG MIR106AHG
chr22_KI270734v1_random	+	131895	131913	3	18	340.2	131999	132023	4	24	599.91	128	940.11	3.46	5.24	0.0	84.38	0.56	0.56	
chr12	-	94149910	94149932	3	22	344.45	94150104	94150127	3	23	595.29	217	939.74	13.57	16.5	0.57	33.2	0.77	0.77	PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1
chr1	-	46533324	46533345	3	21	373.93	46533402	46533422	3	20	564.12	98	938.05	18.6	11.5	2.08	46.36	0.76	0.76	TMEM275 TMEM275 TMEM275 TMEM275 TMEM275 TMEM275 TMEM275
chr18	-	2906515	2906539	3	24	432.69	2906825	2906849	4	24	505.18	334	937.87	19.18	13.0	0.8	34.28	0.58	0.58	EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2
chr14	-	73569700	73569721	4	21	693.26	73569774	73569796	3	22	244.23	96	937.49	16.9	17.8	0.0	24.37	0.71	0.71	HEATR4 HEATR4 ACOT2 ACOT2 ACOT2 ACOT2 ACOT2 ACOT2 ACOT2 ACOT2 ACOT2
chrX	+	155458682	155458704	3	22	329.29	155458789	155458812	4	23	607.65	130	936.94	7.08	9.16	0.0	49.24	0.91	0.91	
chr1	-	38045344	38045368	4	24	442.81	38045557	38045575	3	18	494.05	231	936.86	13.64	9.0	1.1	54.18	0.92	0.92	POU3F1 POU3F1 POU3F1
chr14	-	100569105	100569129	3	24	180.86	100569180	100569201	3	21	755.69	96	936.55	16.6	17.2	0.8	29.88	0.83	0.83	BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN
chr22_KI270734v1_random	+	131885	131907	4	22	495.57	132010	132031	3	21	440.8	146	936.37	3.42	5.16	0.0	87.4	0.64	0.64	
chr22_KI270734v1_random	+	131885	131907	4	22	495.57	132001	132023	3	22	440.04	138	935.61	3.16	5.19	0.0	86.6	0.64	0.64	
chr2	-	55223580	55223601	3	21	500.58	55223631	55223653	3	22	434.82	73	935.4	18.6	19.94	0.34	23.88	0.81	0.81	CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1 CLHC1
chrX	-	155382697	155382719	5	22	405.6	155382885	155382906	4	21	527.41	209	933.01	4.18	6.06	0.0	57.26	0.77	0.77	F8A2 F8A2 F8A2 F8A2
chr5	-	95620704	95620724	3	20	479.32	95620748	95620770	3	22	453.14	66	932.46	16.6	10.26	0.88	48.34	0.9	0.9	GPR150 GPR150 GPR150 GPR150
chrX	-	155382697	155382719	5	22	405.6	155382894	155382916	4	22	526.8	219	932.4	4.3	6.06	0.0	57.45	0.77	0.77	F8A2 F8A2 F8A2 F8A2
chrX	+	104075942	104075964	5	22	522.22	104076059	104076078	5	19	410.09	136	932.31	3.16	5.39	0.0	55.56	0.73	0.73	TMSB15C TMSB15C
chr16	-	29381606	29381625	3	19	487.4	29381748	29381771	3	23	444.64	165	932.04	5.05	5.3	0.0	96.11	0.63	0.63	NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11 NPIPB11
chr1	-	38045988	38046009	3	21	561.8	38046084	38046104	3	20	370.15	116	931.95	14.1	8.66	0.28	59.25	0.71	0.71	POU3F1 POU3F1 POU3F1 POU3F1
chrX	-	40175348	40175367	4	19	588.75	40175563	40175587	4	24	342.91	239	931.66	9.0	9.26	0.0	45.04	0.95	0.95	BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR
chr10	-	119542212	119542230	3	18	758.7	119542448	119542467	3	19	172.67	255	931.37	19.04	9.44	1.14	54.82	0.78	0.78	RGS10 RGS10
chr15	-	45378257	45378280	3	23	336.81	45378504	45378528	4	24	593.59	271	930.4	18.62	9.1	0.0	49.78	0.57	0.57	GATM GATM GATM GATM GATM GATM GATM
chr2	-	231614139	231614160	4	21	550.27	231614243	231614267	3	24	379.64	128	929.91	17.6	19.6	0.0	22.06	0.81	0.81	
chr17	+	16353242	16353265	3	23	558.87	16353330	16353354	3	24	370.54	112	929.41	13.14	16.16	0.92	32.9	0.74	0.74	CENPV CENPV CENPV CENPV
chr18	-	2906841	2906859	4	18	537.37	2907024	2907045	3	21	391.04	204	928.41	19.8	13.0	2.24	33.26	0.89	0.89	EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2 EMILIN2
chr22_KI270734v1_random	+	131871	131895	4	24	486.39	132010	132031	3	21	440.8	160	927.19	3.34	5.14	0.0	87.19	0.71	0.71	
chr3	+	36944532	36944551	3	19	548.61	36944818	36944841	3	23	378.24	309	926.85	10.7	20.7	0.0	23.95	0.74	0.74	TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1
chr18	+	12420281	12420304	3	23	367.2	12420338	12420358	3	20	559.4	77	926.6	15.0	13.46	0.61	36.51	0.83	0.83	PRELID3A PRELID3A PRELID3A PRELID3A PRELID3A PRELID3A PRELID3A PRELID3A PRELID3A PRELID3A
chr22_KI270734v1_random	+	131871	131895	4	24	486.39	132001	132023	3	22	440.04	152	926.43	3.09	5.16	0.0	86.39	0.71	0.71	
chr20	+	54173110	54173132	3	22	475.43	54173241	54173264	3	23	450.3	154	925.73	15.9	20.56	0.6	26.31	0.77	0.77	CYP24A1 CYP24A1 CYP24A1 CYP24A1 CYP24A1 CYP24A1 CYP24A1 CYP24A1 CYP24A1 CYP24A1
chr2	-	231614028	231614052	3	24	489.91	231614374	231614394	3	20	435.62	366	925.53	17.4	19.66	0.26	25.49	0.83	0.83	
chr3	-	183825152	183825175	3	23	358.99	183825415	183825439	4	24	566.24	287	925.23	19.4	21.34	1.38	22.72	0.7	0.7	MAP6D1 MAP6D1 MAP6D1 MAP6D1
chr9	+	121699110	121699132	3	22	438.81	121699415	121699437	3	22	485.12	327	923.93	17.3	17.9	0.86	26.94	0.86	0.86	DAB2IP DAB2IP DAB2IP
chrX	-	40175334	40175352	4	18	566.94	40175569	40175593	4	24	354.95	259	921.89	8.98	9.18	0.25	43.18	1.0	1.0	BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR
chr17	-	38674010	38674031	3	21	410.86	38674147	38674168	3	21	510.13	158	920.99	17.46	15.1	0.28	34.76	0.95	0.95	EPOP EPOP EPOP EPOP
chrX	+	9941688	9941708	5	20	507.44	9941729	9941752	4	23	413.51	64	920.95	2.5	3.45	0.0	98.83	0.85	0.85	SHROOM2 SHROOM2 SHROOM2 SHROOM2 SHROOM2 SHROOM2 SHROOM2
chr9	+	121699110	121699132	3	22	438.81	121699256	121699279	3	23	481.94	169	920.75	17.27	17.6	0.64	25.41	0.86	0.86	DAB2IP DAB2IP DAB2IP
chr13	-	43879472	43879494	3	22	513.08	43879798	43879822	3	24	407.6	350	920.68	12.42	18.52	0.0	31.9	0.86	0.86	CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 CCDC122 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1
chr6	+	57172333	57172353	3	20	594.31	57172592	57172616	3	24	326.27	283	920.58	15.94	18.8	0.36	28.77	0.6	0.6	BAG2 BAG2 BAG2
chrX	+	3920340	3920360	3	20	411.14	3920409	3920433	5	24	508.96	93	920.1	6.01	7.4	0.0	59.1	0.8	0.8	FAM239B FAM239B FAM239B FAM239B FAM239B
chr6	+	7541865	7541884	3	19	445.77	7542049	7542072	3	23	474.12	207	919.89	16.16	20.1	0.3	25.06	0.68	0.68	DSP-AS1 DSP-AS1 DSP-AS1 DSP-AS1 DSP-AS1 DSP DSP DSP DSP DSP DSP DSP DSP DSP
chr22_KI270734v1_random	+	131895	131913	3	18	340.2	131992	132010	4	18	579.08	115	919.28	3.33	5.26	0.0	81.94	0.56	0.56	
chr7	-	21946018	21946037	3	19	429.3	21946198	21946221	3	23	489.84	203	919.14	15.8	17.5	0.34	29.11	0.53	0.53	
chr18	-	79395931	79395955	3	24	442.18	79396197	79396218	3	21	476.38	287	918.56	14.46	12.82	0.0	40.55	0.62	0.62	NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1 NFATC1
chr22_KI270734v1_random	+	131892	131913	4	21	460.1	131974	131992	3	18	458.17	100	918.27	3.36	5.22	0.0	85.54	0.57	0.57	
chr3	+	197003213	197003233	3	20	251.33	197003491	197003513	4	22	666.4	300	917.73	17.5	22.84	0.8	18.88	0.85	0.85	MELTF MELTF MELTF MELTF MELTF MELTF MELTF MELTF MELTF MELTF-AS1 MELTF-AS1
chr13	+	43879830	43879852	3	22	370.33	43879955	43879976	3	21	546.64	146	916.97	19.34	18.5	0.34	27.12	0.77	0.77	LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1 LACC1
chr7	-	149285114	149285135	3	21	492.62	149285328	149285346	3	18	423.47	232	916.09	15.9	26.86	0.0	17.62	0.71	0.71	
chr14	-	100569105	100569129	3	24	180.86	100569185	100569209	3	24	734.39	104	915.25	16.64	17.23	0.8	29.16	0.83	0.83	BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN BEGAIN
chr16	+	1771325	1771349	3	24	685.66	1771433	1771452	3	19	228.78	127	914.44	18.8	19.7	1.82	25.22	0.71	0.71	NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3 NME3
chr17	+	6652001	6652022	3	21	473.8	6652136	6652159	3	23	440.62	158	914.42	17.2	20.7	0.34	22.98	0.71	0.71	C17orf100 C17orf100 C17orf100 C17orf100
chr19	-	45076098	45076122	3	24	657.02	45076256	45076277	3	21	256.09	179	913.11	17.36	15.8	0.46	33.75	0.71	0.71	ZNF296 ZNF296 ZNF296 ZNF296 GEMIN7 GEMIN7 GEMIN7
chr2	-	231614132	231614153	4	21	532.43	231614243	231614267	3	24	379.64	135	912.07	17.6	19.6	0.0	21.79	0.81	0.81	
chr7	+	5420851	5420873	4	22	612.55	5420945	5420969	3	24	299.38	118	911.93	17.5	28.1	0.78	13.9	0.68	0.68	TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18 TNRC18
chr4	+	41881592	41881615	3	23	311.6	41881772	41881796	3	24	600.29	204	911.89	18.0	11.52	0.48	44.24	0.78	0.78	LINC00682 LINC00682
chr2	+	231613946	231613964	4	18	441.72	231614300	231614323	5	23	469.95	377	911.67	19.1	19.34	0.21	16.69	0.72	0.72	
chr6	+	57172493	57172511	3	18	184.66	57172832	57172852	3	20	726.64	359	911.3	16.06	19.34	0.0	25.0	0.94	0.94	BAG2 BAG2 BAG2
chr3	-	183825152	183825175	3	23	358.99	183825261	183825282	4	21	552.28	130	911.27	19.4	21.26	0.56	23.42	0.7	0.7	MAP6D1 MAP6D1 MAP6D1 MAP6D1
chr9	+	62376500	62376523	5	23	653.82	62376579	62376598	3	19	257.29	98	911.11	3.06	5.52	0.0	64.5	0.74	0.74	FAM88C FAM88C FAM88C FGF7P6 FGF7P6 FGF7P6 FGF7P6 FGF7P6 LOC128966771 LOC128966771 LOC128966771
chr9	+	62376411	62376434	4	23	509.26	62376574	62376598	4	24	401.72	187	910.98	2.92	5.83	0.0	67.54	0.74	0.74	FAM88C FAM88C FGF7P6 FGF7P6 FGF7P6 FGF7P6 FGF7P6 LOC128966771 LOC128966771 LOC128966771
chrX	-	129957163	129957181	4	18	566.05	129957412	129957435	4	23	344.78	272	910.83	8.46	12.26	0.0	32.75	0.67	0.67	
chr7	+	77416321	77416342	3	21	284.68	77416537	77416555	3	18	625.89	234	910.57	17.4	23.2	0.54	22.73	0.81	0.81	GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP GSAP LOC101927243 LOC101927243
chr11	+	118530743	118530762	3	19	412.21	118530922	118530942	3	20	497.97	199	910.18	12.66	15.1	0.67	33.49	0.79	0.79	TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36-AS1 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36 TTC36
chr17	+	64965931	64965951	3	20	354.59	64965991	64966015	3	24	555.33	84	909.92	14.32	16.24	0.0	29.9	0.7	0.7	
chrX	-	40175334	40175352	4	18	566.94	40175563	40175587	4	24	342.91	253	909.85	8.98	9.18	0.0	42.66	1.0	1.0	BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR
chr1	-	38045988	38046009	3	21	561.8	38046063	38046086	3	23	347.91	98	909.71	14.1	8.66	0.28	58.12	0.71	0.71	POU3F1 POU3F1 POU3F1 POU3F1
chrX	+	104075985	104076009	6	24	544.52	104076053	104076076	5	23	364.07	91	908.59	3.16	5.39	0.0	49.84	0.88	0.88	TMSB15C TMSB15C
chr1	-	942487	942508	3	21	558.14	942782	942805	3	23	348.64	318	906.78	20.5	13.56	1.1	40.15	0.81	0.81	SAMD11 SAMD11 SAMD11 SAMD11
chr12	-	94149906	94149929	3	23	311.27	94150104	94150127	3	23	595.29	221	906.56	13.57	16.5	0.0	31.38	0.78	0.78	PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1 PLXNC1
chrX	+	155458642	155458664	5	22	298.91	155458789	155458812	4	23	607.65	170	906.56	6.94	9.3	0.0	37.58	0.95	0.95	
chrX	+	3881875	3881897	3	22	253.04	3881980	3882004	6	24	653.35	129	906.39	11.26	18.6	0.0	17.52	0.91	0.91	FAM239A FAM239A FAM239A FAM239A FAM239A
chr9	+	137222083	137222105	3	22	360.73	137222159	137222178	3	19	543.59	95	904.32	19.76	24.66	0.9	20.78	0.91	0.91	RNF208 RNF208 RNF208 RNF208 RNF208 RNF208 RNF208
chr17	-	1229375	1229393	3	18	682.34	1229648	1229671	3	23	220.89	296	903.23	14.86	16.34	1.25	30.52	0.78	0.78	ABR ABR ABR ABR ABR ABR ABR
chr17	+	16353127	16353147	4	20	343.79	16353242	16353265	3	23	558.87	138	902.66	13.32	16.12	0.0	27.06	0.8	0.8	CENPV CENPV CENPV CENPV
chr1	+	101236891	101236909	3	18	409.94	101237050	101237074	3	24	492.07	183	902.01	15.43	11.1	0.0	46.34	0.72	0.72	
chrX	+	155458685	155458707	3	22	293.66	155458789	155458812	4	23	607.65	127	901.31	6.93	9.16	0.0	46.78	0.91	0.91	
chr22_KI270734v1_random	+	131892	131913	4	21	460.1	132010	132031	3	21	440.8	139	900.9	3.6	5.18	0.0	84.65	0.57	0.57	
chr22_KI270734v1_random	+	131892	131913	4	21	460.1	132001	132023	3	22	440.04	131	900.14	3.36	5.22	0.0	83.85	0.57	0.57	
chr7	+	42228104	42228126	7	22	514.42	42228184	42228208	6	24	385.57	104	899.99	3.14	2.92	0.0	91.24	0.95	0.95	GLI3 GLI3 GLI3 GLI3 GLI3 GLI3 GLI3 GLI3
chr18	-	55780082	55780105	4	23	660.63	55780191	55780212	3	21	238.48	130	899.11	14.59	10.33	0.68	46.97	0.83	0.83	LOC105372130 LOC105372130 LINC01415 LINC01415 LINC01415 LINC01415
chrX	+	155458664	155458685	3	21	290.93	155458789	155458812	4	23	607.65	148	898.58	7.16	9.16	0.0	46.95	0.81	0.81	
chr9	+	137222083	137222105	3	22	360.73	137222197	137222218	3	21	537.57	135	898.3	19.83	24.56	1.64	20.24	0.91	0.91	RNF208 RNF208 RNF208 RNF208 RNF208 RNF208 RNF208
chrX	+	3881724	3881747	4	23	302.43	3881928	3881950	4	22	595.86	226	898.29	11.16	18.05	0.0	21.09	0.83	0.83	FAM239A FAM239A FAM239A
