Chro	strand	start	end	#CGs	length	score	cov_control	cov_tumor	meth_control	meth_tumor
chrX	-	139932317	139932340	4	23	264.03	5.5	4.27	0.0	70.0	
chrX	-	139932373	139932397	3	24	177.09	5.6	4.38	0.0	64.58	
chrX	-	139932422	139932445	4	23	266.75	5.5	3.75	0.0	70.0	
chrX	-	139932445	139932468	3	23	164.09	5.5	4.0	0.0	63.33	
chrX	-	139932468	139932492	4	24	257.47	5.5	3.91	0.0	71.82	
chrX	-	139932492	139932516	4	24	241.48	5.43	3.91	0.0	68.03	
chrX	-	139932496	139932516	3	20	184.46	5.4	3.67	0.0	66.48	
chrX	-	139932549	139932571	3	22	194.38	5.6	3.67	0.0	69.44	
chrX	-	139932623	139932643	4	20	294.98	5.5	3.67	0.0	76.95	
chrX	-	139932639	139932661	6	22	375.15	5.55	3.82	0.0	69.02	
chrX	-	139932643	139932666	6	23	363.05	5.55	3.82	0.0	67.16	
chrX	-	139932661	139932683	3	22	203.21	5.5	4.0	0.0	76.04	
chrX	-	139932683	139932707	4	24	263.25	5.5	4.2	0.0	76.67	
chrX	-	139932754	139932776	4	22	185.79	5.5	3.64	0.0	54.54	
chrX	-	139932773	139932794	3	21	103.57	5.5	3.62	0.0	38.54	
chrX	-	139932776	139932798	3	22	89.12	5.5	4.0	0.0	29.17	
chrX	-	139932843	139932866	5	23	243.33	5.4	4.33	0.0	59.72	
chrX	-	139932845	139932866	4	21	187.96	5.38	4.56	0.0	59.26	
chrX	-	139932909	139932933	4	24	168.15	5.5	3.64	0.0	53.79	
chrX	-	139932912	139932933	3	21	144.31	5.5	3.67	0.0	54.63	
chrX	-	140091445	140091465	4	20	277.88	3.0	4.56	0.0	85.19	
chrX	-	140091457	140091480	4	23	282.94	2.89	4.2	0.0	83.33	
chrX	-	140091463	140091483	4	20	259.1	3.0	4.2	0.0	73.33	
chrX	-	140091465	140091488	4	23	236.37	2.8	4.2	0.0	67.5	
chrX	-	140091480	140091501	4	21	236.37	2.73	4.2	0.0	67.5	
chrX	-	140091483	140091501	3	18	149.02	2.75	4.43	0.0	58.33	
chrX	-	140091513	140091537	4	24	284.59	2.75	3.91	0.0	76.36	
chrX	-	140131522	140131543	3	21	35.34	2.12	3.2	0.0	45.0	
chrX	-	140220442	140220461	3	19	270.7	3.4	6.12	0.0	66.67	
chrX	-	140503741	140503764	4	23	238.2	2.7	6.5	0.0	73.96	
chrX	-	140503746	140503764	3	18	183.74	2.71	6.5	0.0	73.61	
chrX	-	140503796	140503818	4	22	270.98	2.56	6.5	0.0	84.31	
chrX	-	140503800	140503824	4	24	230.79	2.67	6.5	0.0	68.06	
chrX	-	140503810	140503830	5	20	279.83	2.64	6.5	0.0	65.0	
chrX	-	140503818	140503839	5	21	265.1	2.64	6.5	0.0	62.94	
chrX	-	140503866	140503889	6	23	323.3	3.3	6.5	0.0	56.17	
chrX	-	140503868	140503889	5	21	252.75	3.25	6.5	0.0	53.84	
chrX	-	140504068	140504091	5	23	267.47	2.91	6.5	0.0	66.95	
chrX	-	140504076	140504094	5	18	227.16	3.11	6.5	0.0	57.62	
chrX	-	140504242	140504265	4	23	226.26	3.5	6.5	0.0	67.26	
chrX	-	140504253	140504275	3	22	132.77	3.25	7.4	0.0	51.95	
chrX	-	140506308	140506328	3	20	120.11	2.67	5.43	0.0	38.57	
chrX	-	140506328	140506351	3	23	156.34	2.5	5.71	0.0	58.67	
chrX	-	140764950	140764968	3	18	131.28	4.33	4.33	0.0	46.67	
chrX	-	140764963	140764986	3	23	148.73	3.86	4.5	0.0	57.78	
chrX	-	140766126	140766148	3	22	115.07	3.86	3.57	0.0	56.67	
chrX	-	141177258	141177278	4	20	177.6	3.71	6.27	0.0	25.91	
chrX	-	141426801	141426822	3	21	345.03	1.86	8.67	0.0	76.09	
chrX	-	144503787	144503808	3	21	215.53	2.0	3.0	0.0	71.3	
chrX	-	145817953	145817975	3	22	202.18	4.0	3.75	0.0	55.21	
chrX	-	145818051	145818074	5	23	557.26	4.0	3.67	0.0	78.33	
chrX	-	145818130	145818154	3	24	350.05	4.0	3.89	0.0	80.56	
chrX	-	145818152	145818176	3	24	416.45	4.0	4.0	0.0	97.22	
chrX	-	145818253	145818274	3	21	327.68	4.0	4.0	0.0	69.44	
chrX	-	145818297	145818321	3	24	361.51	4.0	4.0	0.0	80.74	
chrX	-	145818617	145818635	3	18	307.76	4.0	4.33	0.0	61.11	
chrX	-	147911657	147911681	4	24	220.83	7.0	6.43	0.0	65.12	
chrX	-	147911669	147911692	4	23	242.05	7.0	6.0	0.0	67.99	
chrX	-	147911671	147911692	3	21	191.47	7.0	6.0	0.0	71.9	
chrX	-	147911708	147911730	4	22	236.17	7.0	6.0	0.0	65.65	
chrX	-	147911724	147911743	6	19	367.53	7.0	6.0	0.0	67.55	
chrX	-	147911730	147911754	5	24	292.65	7.0	6.0	0.0	63.06	
chrX	-	147911734	147911754	4	20	236.86	7.0	6.0	0.0	63.64	
chrX	-	147911741	147911759	4	18	212.23	7.0	6.0	0.0	55.14	
chrX	-	147911743	147911767	4	24	212.23	7.0	6.0	0.0	55.14	
chrX	-	147911767	147911786	4	19	207.32	7.0	6.0	0.0	59.48	
chrX	-	147911771	147911794	5	23	267.78	7.0	6.0	0.0	62.25	
chrX	-	147911897	147911915	3	18	163.3	7.0	5.67	0.0	67.46	
chrX	-	147911907	147911929	3	22	146.06	7.0	5.5	0.0	58.33	
chrX	-	147911915	147911939	3	24	146.3	7.0	5.5	0.0	62.22	
chrX	-	147911944	147911967	3	23	148.29	7.0	6.0	0.0	66.29	
chrX	-	147911956	147911977	3	21	168.3	7.0	6.0	0.0	78.57	
chrX	-	147911967	147911989	5	22	281.99	7.0	5.5	0.0	67.29	
chrX	-	147911977	147912001	7	24	389.98	7.0	5.5	0.0	65.1	
chrX	-	147911981	147912005	7	24	375.65	7.0	5.5	0.0	60.95	
chrX	-	147911984	147912008	7	24	392.95	7.0	5.5	0.0	63.33	
chrX	-	147911989	147912011	7	22	389.99	7.0	5.5	0.0	62.38	
chrX	-	147911999	147912023	6	24	335.37	7.0	5.5	0.0	60.83	
chrX	-	147912001	147912023	5	22	282.73	7.0	5.5	0.0	61.33	
chrX	-	147912005	147912026	5	21	255.79	7.0	5.5	0.0	55.38	
chrX	-	147912008	147912026	4	18	204.88	7.0	5.5	0.0	55.06	
chrX	-	147912023	147912043	4	20	182.89	7.0	5.5	0.0	51.67	
chrX	-	147912039	147912060	5	21	261.72	7.0	5.5	0.0	61.09	
chrX	-	147912043	147912066	5	23	257.27	7.0	5.5	0.0	60.24	
chrX	-	147912054	147912078	7	24	383.31	7.0	5.5	0.0	63.09	
chrX	-	147912057	147912078	6	21	324.74	7.0	5.5	0.0	62.3	
chrX	-	147912060	147912084	6	24	327.46	7.0	5.5	0.0	62.1	
chrX	-	147912066	147912090	6	24	340.8	7.0	5.5	0.0	64.88	
chrX	-	147912069	147912093	6	24	336.85	7.0	5.5	0.0	61.71	
chrX	-	147912075	147912099	7	24	380.23	7.0	5.5	0.0	58.86	
chrX	-	147912078	147912102	7	24	399.75	7.0	5.5	0.0	64.81	
chrX	-	147912084	147912108	8	24	449.43	7.0	5.5	0.0	63.64	
chrX	-	147912090	147912108	7	18	388.13	7.0	5.5	0.0	63.21	
chrX	-	147912096	147912119	6	23	316.46	7.0	5.5	0.0	60.97	
chrX	-	147912099	147912119	5	20	268.15	7.0	5.5	0.0	62.33	
chrX	-	147912105	147912127	4	22	225.88	7.0	5.5	0.0	65.83	
chrX	-	147912108	147912127	3	19	168.55	7.0	5.5	0.0	65.55	
chrX	-	147912309	147912332	4	23	264.31	7.0	5.5	0.0	80.8	
chrX	-	147912330	147912350	3	20	240.21	7.0	5.5	0.0	100.0	
chrX	-	147912412	147912431	3	19	88.85	7.0	5.5	0.0	32.34	
chrX	-	147912454	147912476	3	22	163.48	7.0	5.5	0.0	67.74	
chrX	-	147912486	147912509	3	23	161.63	7.0	5.5	0.0	59.52	
chrX	-	147912516	147912535	3	19	210.8	7.0	5.5	0.0	90.56	
chrX	-	147912535	147912558	3	23	172.5	7.0	5.5	0.0	74.45	
chrX	-	147912936	147912957	3	21	176.53	7.0	5.0	0.0	76.39	
chrX	-	148500482	148500504	5	22	437.18	3.31	4.33	0.0	80.32	
chrX	-	148500499	148500521	4	22	344.97	3.45	4.33	0.0	79.17	
chrX	-	148500501	148500521	3	20	244.64	3.5	4.33	0.0	75.0	
chrX	-	148500533	148500551	3	18	225.12	3.5	4.75	0.0	72.92	
chrX	-	148500549	148500573	3	24	271.45	3.5	4.33	0.0	82.27	
chrX	-	148500752	148500775	3	23	291.47	3.86	4.67	0.0	83.65	
chrX	-	148500775	148500795	3	20	303.09	3.5	4.33	0.0	89.81	
chrX	-	148500785	148500807	3	22	260.09	3.57	4.33	0.0	78.31	
chrX	-	148500795	148500818	5	23	402.79	3.46	4.33	0.0	74.36	
chrX	-	148500818	148500842	3	24	252.59	3.33	4.33	0.0	76.19	
chrX	-	148500823	148500844	3	21	245.1	3.33	4.33	0.0	74.07	
chrX	-	148500844	148500867	4	23	323.27	3.3	4.64	0.0	75.97	
chrX	-	148500849	148500867	3	18	243.66	3.29	4.75	0.0	77.38	
chrX	-	148500859	148500883	4	24	354.99	3.11	4.64	0.0	82.58	
chrX	-	148500875	148500899	3	24	278.13	3.0	4.33	0.0	82.94	
chrX	-	148500939	148500960	4	21	324.87	3.38	4.33	0.0	75.56	
chrX	-	148500983	148501007	3	24	230.19	3.29	4.38	0.0	79.17	
chrX	-	148501045	148501069	3	24	252.42	3.5	4.33	0.0	78.2	
chrX	-	148501419	148501439	3	20	252.31	3.83	4.75	0.0	82.92	
chrX	-	148501649	148501673	4	24	341.96	3.43	4.33	0.0	79.07	
chrX	-	148501652	148501673	3	21	250.9	3.4	4.33	0.0	76.85	
chrX	-	149505042	149505065	3	23	240.75	5.5	5.29	0.0	82.14	
chrX	-	149505119	149505140	3	21	191.63	4.43	5.29	0.0	66.43	
chrX	-	149505124	149505146	3	22	203.8	5.0	4.75	0.0	68.12	
chrX	-	149505146	149505165	4	19	320.87	4.67	4.64	0.0	76.29	
chrX	-	149505263	149505284	4	21	277.23	4.6	6.12	0.0	71.13	
chrX	-	149505266	149505284	3	18	190.67	4.38	6.17	0.0	61.51	
chrX	-	149505276	149505300	4	24	238.51	4.27	6.38	0.0	57.81	
chrX	-	149505284	149505308	5	24	320.0	4.46	6.3	0.0	66.96	
chrX	-	149505295	149505316	6	21	386.72	4.38	6.33	0.0	68.3	
chrX	-	149505308	149505329	4	21	260.67	4.27	6.25	0.0	67.56	
chrX	-	149540155	149540176	4	21	179.8	2.67	6.38	0.0	46.43	
chrX	-	149540165	149540184	4	19	274.01	2.6	5.89	0.0	63.49	
chrX	-	149540547	149540569	3	22	310.21	2.5	4.67	0.0	71.85	
chrX	-	149540726	149540746	4	20	189.37	2.33	5.56	0.0	43.7	
chrX	-	149540734	149540752	4	18	233.51	2.67	5.2	0.0	47.0	
chrX	-	149540813	149540836	3	23	284.25	2.33	4.88	0.0	72.92	
chrX	-	149541441	149541460	3	19	196.52	2.83	5.86	0.0	59.18	
chrX	-	149541447	149541470	3	23	183.19	3.0	6.5	0.0	70.64	
chrX	-	149541460	149541479	4	19	235.89	2.57	7.0	0.0	76.19	
chrX	-	149541479	149541498	3	19	144.77	2.33	6.5	0.0	56.05	
chrX	-	149541575	149541595	3	20	202.02	2.57	5.86	0.0	59.05	
chrX	-	149631289	149631312	4	23	188.46	2.67	2.73	0.0	59.09	
chrX	-	149631342	149631365	4	23	151.65	3.33	2.73	0.0	45.45	
chrX	-	149631348	149631372	4	24	158.13	3.14	2.6	0.0	55.0	
chrX	-	149631679	149631697	3	18	135.08	3.0	2.5	0.0	40.62	
chrX	-	149631685	149631709	3	24	148.06	3.0	2.67	0.0	47.22	
chrX	-	149631697	149631721	4	24	205.82	3.14	2.67	0.0	54.17	
chrX	-	149631819	149631838	3	19	169.0	2.8	2.5	0.0	62.5	
chrX	-	149938286	149938304	3	18	105.71	1.8	3.5	0.0	65.28	
chrX	-	149938294	149938313	3	19	96.32	1.67	3.6	0.0	71.67	
chrX	-	149938304	149938322	3	18	91.99	1.57	3.6	0.0	68.33	
chrX	-	149938313	149938337	3	24	127.76	1.57	3.17	0.0	80.56	
chrX	-	149938463	149938485	3	22	150.49	1.86	3.14	0.0	80.95	
chrX	-	149938481	149938505	4	24	191.63	1.78	3.22	0.0	79.63	
chrX	-	149938485	149938509	4	24	159.88	1.78	3.22	0.0	66.67	
chrX	-	149938491	149938509	3	18	108.98	1.71	3.5	0.0	66.67	
chrX	-	149938518	149938537	3	19	57.34	1.62	3.5	0.0	36.11	
chrX	-	149938537	149938560	3	23	90.57	1.71	3.14	0.0	50.0	
chrX	-	149938589	149938613	3	24	110.4	1.4	3.14	0.0	58.33	
chrX	-	149938621	149938644	3	23	91.62	1.75	3.14	0.0	48.81	
chrX	-	149939534	149939552	4	18	74.64	1.6	3.5	0.0	35.42	
chrX	-	149939539	149939562	3	23	53.01	2.0	3.5	0.0	33.33	
chrX	-	149939585	149939605	3	20	47.58	1.71	3.5	0.0	30.55	
chrX	-	149939661	149939681	3	20	85.51	1.75	3.5	0.0	52.78	
chrX	-	149939676	149939697	3	21	89.46	1.75	3.5	0.0	55.56	
chrX	-	150361291	150361315	3	24	385.62	2.75	4.57	0.0	68.1	
chrX	-	150361402	150361423	3	21	426.94	2.4	5.0	0.0	91.67	
chrX	-	150361469	150361489	3	20	344.94	2.75	4.57	0.0	69.05	
chrX	-	150361543	150361565	4	22	454.1	2.43	4.4	0.0	58.67	
chrX	-	150361932	150361954	3	22	374.56	2.6	4.0	0.0	54.63	
chrX	-	150362154	150362178	3	24	381.07	2.14	4.57	0.0	70.24	
chrX	-	150362172	150362190	3	18	303.4	2.33	4.25	0.0	50.0	
chrX	-	150362637	150362659	4	22	424.46	2.5	4.33	0.0	47.5	
chrX	-	150362643	150362665	4	22	375.88	2.29	4.55	0.0	46.52	
chrX	-	150362650	150362669	4	19	382.01	2.29	4.55	0.0	48.18	
chrX	-	150362659	150362682	4	23	373.88	2.29	4.8	0.0	42.0	
chrX	-	150362695	150362719	4	24	412.47	2.5	4.8	0.0	45.5	
chrX	-	150362715	150362737	3	22	265.63	2.5	4.62	0.0	37.08	
chrX	-	150362737	150362761	4	24	445.44	2.33	5.11	0.0	56.85	
chrX	-	150362758	150362781	3	23	323.72	2.33	5.5	0.0	61.67	
chrX	-	150362897	150362917	3	20	329.73	2.14	4.33	0.0	43.33	
chrX	-	150363022	150363042	4	20	492.28	2.2	4.4	0.0	69.17	
chrX	-	150363038	150363060	3	22	317.69	2.17	5.0	0.0	62.14	
chrX	-	150363132	150363156	3	24	343.65	2.33	4.33	0.0	54.63	
chrX	-	150363195	150363215	3	20	343.69	2.0	4.33	0.0	52.78	
chrX	-	150363260	150363281	3	21	350.94	2.29	4.62	0.0	52.29	
chrX	-	150363279	150363298	6	19	712.77	2.33	4.33	0.0	49.35	
chrX	-	150363288	150363312	4	24	465.02	2.25	4.55	0.0	55.15	
chrX	-	150363294	150363312	3	18	301.77	2.17	4.62	0.0	48.75	
chrX	-	150363338	150363361	4	23	391.74	2.1	4.33	0.0	40.28	
chrX	-	150363341	150363361	3	20	313.36	2.12	4.33	0.0	44.44	
chrX	-	150363359	150363378	5	19	613.3	2.15	4.33	0.0	51.0	
chrX	-	150363371	150363391	5	20	664.95	2.15	4.57	0.0	57.74	
chrX	-	150363378	150363400	4	22	466.87	2.22	4.73	0.0	51.67	
chrX	-	150363508	150363529	4	21	490.9	2.1	4.67	0.0	50.14	
chrX	-	150363511	150363529	3	18	374.96	2.12	4.67	0.0	50.19	
chrX	-	150363623	150363647	3	24	459.27	2.0	4.88	0.0	63.54	
chrX	-	150363689	150363713	4	24	417.36	2.14	4.82	0.0	46.21	
chrX	-	150363694	150363713	3	19	295.64	2.4	4.88	0.0	45.83	
chrX	-	150363779	150363800	5	21	611.37	2.62	4.79	0.0	49.05	
chrX	-	150363782	150363800	4	18	500.21	2.67	4.82	0.0	47.58	
chrX	-	150363797	150363817	3	20	385.79	2.6	5.14	0.0	50.0	
chrX	-	150363902	150363926	3	24	277.69	1.67	4.67	0.0	37.41	
chrX	-	150364026	150364048	4	22	496.68	2.11	4.82	0.0	53.94	
chrX	-	150364154	150364175	4	21	548.58	1.9	4.67	0.0	55.97	
chrX	-	150364157	150364175	3	18	412.77	1.86	4.67	0.0	56.11	
chrX	-	150364235	150364258	4	23	552.82	2.33	4.82	0.0	63.03	
chrX	-	150364237	150364258	3	21	371.9	2.5	4.88	0.0	52.29	
chrX	-	150364253	150364277	3	24	367.21	2.5	4.67	0.0	45.56	
chrX	-	150364480	150364503	3	23	344.59	2.2	4.62	0.0	50.42	
chrX	-	150364545	150364569	3	24	416.32	2.5	4.62	0.0	57.5	
chrX	-	150364625	150364643	3	18	349.21	2.5	4.62	0.0	49.58	
chrX	-	150364641	150364659	3	18	353.62	2.29	4.75	0.0	47.92	
chrX	-	150364715	150364739	3	24	349.13	2.0	4.67	0.0	44.63	
chrX	-	150364724	150364745	3	21	306.88	2.17	4.67	0.0	36.3	
chrX	-	150364739	150364759	3	20	352.4	2.33	4.67	0.0	38.15	
chrX	-	150364847	150364870	5	23	616.93	2.0	5.33	0.0	52.78	
chrX	-	150364850	150364872	5	22	531.11	2.18	5.08	0.0	44.1	
chrX	-	150364907	150364928	4	21	569.63	1.75	5.56	0.0	63.89	
chrX	-	150364910	150364928	3	18	460.54	1.83	5.43	0.0	65.48	
chrX	-	150364925	150364949	3	24	441.77	2.0	5.0	0.0	53.13	
chrX	-	150364959	150364982	5	23	706.13	2.0	4.67	0.0	52.78	
chrX	-	150364963	150364982	4	19	507.85	2.11	4.67	0.0	43.06	
chrX	-	150364974	150364992	4	18	517.61	2.12	4.67	0.0	42.36	
chrX	-	150364978	150365000	4	22	582.34	2.1	4.67	0.0	46.81	
chrX	-	150364982	150365003	4	21	549.04	2.22	4.67	0.0	44.44	
chrX	-	150364992	150365013	4	21	491.6	2.1	4.91	0.0	46.21	
chrX	-	150365000	150365023	4	23	481.84	2.11	4.91	0.0	46.97	
chrX	-	150365003	150365023	3	20	293.72	2.17	5.0	0.0	42.08	
chrX	-	150365116	150365139	4	23	482.27	2.12	4.67	0.0	43.33	
chrX	-	150365119	150365139	3	20	373.18	2.29	4.67	0.0	44.81	
chrX	-	150365318	150365342	4	24	573.01	2.22	4.91	0.0	55.15	
chrX	-	150365324	150365342	3	18	384.89	2.29	5.0	0.0	53.33	
chrX	-	150365460	150365482	5	22	727.43	2.12	5.0	0.0	73.78	
chrX	-	150365465	150365487	5	22	793.79	2.14	5.0	0.0	71.11	
chrX	-	150365467	150365490	5	23	872.83	2.14	5.0	0.0	75.33	
chrX	-	150365480	150365502	7	22	1021.09	2.27	5.1	0.0	68.67	
chrX	-	150365482	150365502	6	20	861.82	2.44	5.12	0.0	69.02	
chrX	-	150365538	150365559	3	21	410.61	2.25	5.0	0.0	64.81	
chrX	-	150365584	150365605	5	21	703.9	2.38	5.14	0.0	64.88	
chrX	-	150365586	150365605	4	19	574.73	2.29	5.0	0.0	65.14	
chrX	-	150365590	150365611	4	21	513.18	2.25	5.0	0.0	58.33	
chrX	-	150365593	150365611	3	18	389.9	2.33	5.0	0.0	56.67	
chrX	-	150365718	150365741	4	23	549.23	2.29	5.4	0.0	71.33	
chrX	-	150365722	150365741	3	19	416.21	2.5	5.57	0.0	67.62	
chrX	-	150365739	150365757	3	18	437.69	2.33	5.57	0.0	66.19	
chrX	-	150365766	150365786	3	20	414.85	2.5	5.0	0.0	53.89	
chrX	-	150365803	150365822	3	19	450.44	2.4	5.0	0.0	61.48	
chrX	-	150366763	150366783	3	20	358.04	3.0	5.0	0.0	54.07	
chrX	-	150547796	150547814	4	18	441.78	5.2	5.0	0.0	86.39	
chrX	-	150547800	150547823	4	23	377.72	5.2	5.0	0.0	76.39	
chrX	-	150547802	150547823	3	21	262.94	5.0	5.0	0.0	72.22	
chrX	-	150547814	150547836	3	22	265.31	5.0	5.0	0.0	72.78	
chrX	-	150547823	150547845	3	22	252.11	4.4	5.0	0.0	70.0	
chrX	-	150547868	150547887	4	19	316.55	4.0	5.8	0.0	69.52	
chrX	-	150547878	150547897	4	19	354.47	4.29	5.36	0.0	74.57	
chrX	-	150547921	150547940	3	19	307.72	5.0	5.0	0.0	81.67	
chrX	-	150568271	150568290	3	19	123.49	3.5	4.57	0.0	50.0	
chrX	-	150568279	150568303	4	24	215.02	3.5	3.91	0.0	61.21	
chrX	-	150568514	150568534	3	20	166.63	3.5	3.67	0.0	60.74	
chrX	-	150568527	150568547	3	20	207.24	3.8	3.67	0.0	72.59	
chrX	-	150568534	150568558	4	24	266.96	4.0	3.67	0.0	70.56	
chrX	-	150568547	150568571	4	24	254.44	4.4	3.67	0.0	67.78	
chrX	-	150568617	150568639	3	22	244.64	3.5	3.67	0.0	83.33	
chrX	-	150568624	150568648	4	24	300.81	3.5	3.67	0.0	77.78	
chrX	-	150568639	150568659	4	20	293.02	3.71	3.67	0.0	76.11	
chrX	-	150568648	150568670	3	22	173.23	3.8	3.67	0.0	62.59	
chrX	-	150568659	150568678	3	19	160.6	3.8	3.67	0.0	58.89	
chrX	-	150568670	150568692	3	22	176.25	3.8	3.67	0.0	63.52	
chrX	-	150568678	150568698	3	20	214.49	3.8	3.67	0.0	74.63	
chrX	-	150568761	150568781	4	20	218.92	3.71	3.55	0.0	66.67	
chrX	-	150568808	150568831	4	23	176.66	3.71	3.33	0.0	50.69	
chrX	-	150568874	150568894	3	20	137.57	3.2	3.25	0.0	62.29	
chrX	-	150568914	150568933	4	19	276.62	3.71	3.18	0.0	83.33	
chrX	-	150569013	150569033	3	20	162.64	3.5	3.62	0.0	66.67	
chrX	-	150569029	150569052	5	23	291.21	3.5	3.5	0.0	68.69	
chrX	-	150569033	150569057	5	24	274.28	3.88	3.5	0.0	65.71	
chrX	-	150569046	150569070	6	24	333.46	3.67	3.47	0.0	66.18	
chrX	-	150569049	150569070	5	21	304.73	3.5	3.33	0.0	69.44	
chrX	-	150569052	150569070	4	18	242.64	3.5	3.33	0.0	69.3	
chrX	-	150569059	150569083	3	24	143.74	3.2	3.62	0.0	60.21	
chrX	-	150569070	150569092	4	22	170.86	3.5	3.8	0.0	56.0	
chrX	-	150569087	150569111	4	24	199.48	3.5	3.8	0.0	64.17	
chrX	-	150569092	150569111	3	19	138.8	3.5	4.0	0.0	61.9	
chrX	-	150569128	150569151	3	23	221.88	3.5	3.33	0.0	80.74	
chrX	-	150569149	150569172	4	23	244.5	3.5	3.55	0.0	72.88	
chrX	-	150569151	150569172	3	21	163.63	3.5	3.62	0.0	67.71	
chrX	-	150569287	150569305	4	18	263.96	3.71	3.33	0.0	75.0	
chrX	-	150569422	150569440	3	18	197.6	4.0	4.0	0.0	74.17	
chrX	-	150569431	150569452	3	21	162.18	4.0	4.0	0.0	62.5	
chrX	-	150693288	150693309	4	21	490.2	3.86	5.0	0.0	76.25	
chrX	-	150693303	150693322	4	19	493.44	3.5	5.0	0.0	76.94	
chrX	-	150693309	150693331	3	22	350.15	3.29	5.0	0.0	70.37	
chrX	-	150693322	150693343	4	21	527.24	3.18	5.0	0.0	70.83	
chrX	-	150693331	150693350	4	19	556.7	3.18	5.0	0.0	72.92	
chrX	-	150693337	150693361	6	24	904.08	3.46	5.0	0.0	75.65	
chrX	-	150693343	150693365	7	22	993.02	3.53	5.0	0.0	74.92	
chrX	-	150693357	150693380	6	23	835.16	3.67	5.0	0.0	72.13	
chrX	-	150693359	150693382	6	23	801.46	3.73	5.0	0.0	71.2	
chrX	-	150693361	150693382	5	21	651.14	3.6	5.0	0.0	69.78	
chrX	-	150693363	150693382	4	19	500.82	3.44	5.0	0.0	67.64	
chrX	-	150693365	150693388	4	23	490.9	3.44	5.0	0.0	65.42	
chrX	-	150693388	150693411	3	23	389.49	3.57	5.0	0.0	69.63	
chrX	-	150693442	150693463	3	21	492.89	3.0	5.0	0.0	78.52	
chrX	-	150693463	150693487	5	24	796.99	3.2	5.0	0.0	75.45	
chrX	-	150693474	150693498	7	24	1088.69	3.46	5.0	0.0	76.83	
chrX	-	150693478	150693498	6	20	924.75	3.36	5.0	0.0	77.59	
chrX	-	150693492	150693512	4	20	610.72	3.44	5.0	0.0	78.75	
chrX	-	150693547	150693566	6	19	713.74	3.57	4.67	0.0	74.07	
chrX	-	150693559	150693583	3	24	339.09	3.57	4.67	0.0	71.11	
chrX	-	150693618	150693641	4	23	344.9	3.75	4.8	0.0	62.67	
chrX	-	150693638	150693659	4	21	337.73	3.2	4.73	0.0	59.85	
chrX	-	150693641	150693659	3	18	178.4	3.0	4.75	0.0	48.96	
chrX	-	150693699	150693721	4	22	508.04	4.0	4.67	0.0	77.64	
chrX	-	150693745	150693765	4	20	529.43	3.44	4.67	0.0	76.25	
chrX	-	150693758	150693777	4	19	468.44	3.86	4.67	0.0	71.25	
chrX	-	150693760	150693783	4	23	450.09	3.86	4.67	0.0	67.22	
chrX	-	150693765	150693783	3	18	301.59	3.67	4.67	0.0	62.96	
chrX	-	150693971	150693993	3	22	240.94	5.33	4.67	0.0	53.7	
chrX	-	150693974	150693997	3	23	187.43	4.2	4.67	0.0	49.07	
chrX	-	150694375	150694398	3	23	220.26	3.83	4.71	0.0	76.19	
chrX	-	150898149	150898170	3	21	275.13	3.5	5.86	0.0	74.29	
chrX	-	150898374	150898395	4	21	279.33	3.5	5.0	0.0	42.78	
chrX	-	150898382	150898404	5	22	372.28	3.56	5.0	0.0	45.83	
chrX	-	150898395	150898417	4	22	349.48	3.5	5.0	0.0	54.98	
chrX	-	150898432	150898452	3	20	192.52	3.4	5.86	0.0	48.64	
chrX	-	150898479	150898503	7	24	597.42	3.5	5.5	0.0	63.33	
chrX	-	150898488	150898510	7	22	638.79	3.46	5.5	0.0	67.96	
chrX	-	150898490	150898514	7	24	622.24	3.46	5.71	0.0	70.0	
chrX	-	150898492	150898514	6	22	539.5	3.45	5.86	0.0	73.1	
chrX	-	150898501	150898524	5	23	441.33	3.44	5.75	0.0	70.0	
chrX	-	150898503	150898524	4	21	349.82	3.43	5.6	0.0	66.0	
chrX	-	150898612	150898631	3	19	289.33	3.5	5.38	0.0	71.01	
chrX	-	150898629	150898653	5	24	451.92	3.56	5.21	0.0	62.36	
chrX	-	150898631	150898653	4	22	369.17	3.57	5.0	0.0	58.87	
chrX	-	150898641	150898663	3	22	254.1	3.6	5.38	0.0	57.5	
chrX	-	150898663	150898681	3	18	252.66	3.5	5.38	0.0	56.55	
chrX	-	150898934	150898958	3	24	234.92	3.5	4.67	0.0	54.63	
chrX	-	150898958	150898979	3	21	186.33	3.5	5.0	0.0	49.58	
chrX	-	150898971	150898991	3	20	211.9	3.5	5.0	0.0	55.0	
chrX	-	150899021	150899044	3	23	254.04	3.4	5.0	0.0	66.67	
chrX	-	150899234	150899252	3	18	275.89	3.75	4.78	0.0	60.74	
chrX	-	150899449	150899469	3	20	226.27	3.5	5.0	0.0	51.67	
chrX	-	150899503	150899523	3	20	257.24	3.6	5.25	0.0	65.83	
chrX	-	150982637	150982655	4	18	305.78	4.29	5.33	0.0	47.5	
chrX	-	150982744	150982765	3	21	261.95	4.0	5.62	0.0	64.58	
chrX	-	150982805	150982825	5	20	476.55	4.86	5.5	0.0	63.57	
chrX	-	150982812	150982836	6	24	585.42	4.4	5.62	0.0	68.85	
chrX	-	150982820	150982844	8	24	784.35	4.15	5.43	0.0	63.99	
chrX	-	150982823	150982844	7	21	670.11	4.18	5.45	0.0	63.17	
chrX	-	150982825	150982844	6	19	540.17	4.0	5.47	0.0	60.59	
